,original title,producing country,production year,directors,visitors
12219,Blair Witch,"CA, US",2016,Adam Wingard,1364559
12220,Paterson,"US, FR, DE",2016,Jim Jarmusch,1348078
12221,A Street Cat Named Bob,GB,2016,Roger Spottiswoode,1338868
12222,Vier gegen die Bank,DE,2016,Wolfgang Petersen,1324475
12223,Un homme à la hauteur,FR,2016,Laurent Tirard,1292719
12224,Andel Páne 2,"CZ, SK",2016,Jirí Strach,1290513
12225,Frantz,"FR, DE",2016,François Ozon,1275677
12226,Eksi Elmalar,TR,2016,Yilmaz Erdogan,1272241
12227,La folle histoire de Max et Léon,"FR, BE",2016,Jonathan Barré,1239462
12228,L'abbiamo fatta grossa,IT,2016,Carlo Verdone,1223587
12229,Pettersson und Findus 2 - Das schönste Weihnachten überhaupt,DE,2016,Ali Samadi Ahadi,1217463
12230,Adopte un veuf,FR,2016,François Desagnat,1214555
12231,"Kiki, el amor se hace",ES,2016,Paco León,1191481
12232,Triple 9,US,2016,John Hillcoat,1190736
12233,Dad's Army,GB,2016,Oliver Parker,1184336
12234,Monster Trucks,"US, CA",2016,Chris Wedge,1149090
12235,"7 rzeczy, których nie wiecie o facetach",PL,2016,Kinga Lewinska,1146862
12236,L'ascension,FR,2016,Ludovic Bernard,1128893
12237,The Lost City of Z,US,2016,James Gray,1109138
12238,Cien años de perdón,"ES, FR, AR",2016,Daniel Calparsoro,1100648
12239,A Cure for Wellness,"US, DE",2016,Gore Verbinski,1098442
12240,Tini: El gran cambio de Violetta,"ES, IT, AR",2016,Juan Pablo Buscarini,1093439
12241,The Forest,US,2016,Jason Zada,1091610
12242,Tschick,DE,2016,Fatih Akin,1091259
12243,Cuerpo de élite,ES,2016,Joaquín Mazón,1075141
12244,A United Kingdom,"GB, US, CZ",2016,Amma Asante,1068066
12245,Masterminds,US,2016,Jared Hess,1063747
12246,Snezhnaya koroleva 3. Ogon i led,RU,2016,Aleksey Tsitsilin,1063012
12247,Poveri ma Ricchi,IT,2016,Fausto Brizzi,1038978
12248,La tortue rouge,"FR, BE, JP",2016,Michael Dudok de Wit,1036274
12249,À fond,"FR, MK",2016,Nicolas Benamou,1032296
12250,Iftarlik Gazoz,TR,2016,Yüksel Aksu,1030581
12251,Les innocentes,"FR, PL",2016,Anne Fontaine,1015924
12252,The Boss,US,2016,Ben Falcone,979755
12253,Joséphine s'arrondit,FR,2016,Marilou Berry,937890
12254,Dalida,FR,2016,Lisa Azuelos,937743
12255,Hell or High Water,US,2016,David Mackenzie,935855
12256,Live by Night,US,2016,Ben Affleck,933894
12257,C'est quoi cette famille?!,"FR, BE",2016,Gabriel Julien-Laferrière,932716
12258,Flaskepost fra P,"DK, DE, SE, NO",2016,Hans Petter Moland,902652
12259,Forushande,"IR, FR",2016,Asghar Farhadi,902580
12260,Ikinci Sans,TR,2016,Özcan Deniz,898573
12261,Soof 2,NL,2016,Esmé Lammers,898140
12262,The Light Between Oceans,"US, GB, IN, NZ",2016,Derek Cianfrance,888492
12263,Hundraettåringen som smet från notan och försvann,SE,2016,"Felix Herngren, Måns Herngren",887448
12264,Kongens nei,NO,2016,Erik Poppe,882344
12265,Mal de pierres,"FR, BE, CA",2016,Nicole Garcia,862735
12266,Bad Santa 2,US,2016,Mark Waters,847584
12267,Küçük Esnaf,TR,2016,Bedran Güzel,846868
12268,Love & Friendship,"GB, IE, FR, NL",2016,Whit Stillman,833634
12269,Star Wars: Episode VIII - The Last Jedi,US,2017,Rian Johnson,41655200
12270,Despicable Me 3,US,2017,"Kyle Balda, Pierre Coffin, Eric Guillon",34692592
12271,Beauty and the Beast,US,2017,Bill Condon,31169383
12272,The Fate of the Furious,"US, CN, JP",2017,F. Gary Gray,25695903
12273,Pirates of the Caribbean: Dead Men Tell No Tales,US,2017,"Joachim Rønning, Espen Sandberg",22236173
12274,Fifty Shades Darker,"US, CN",2017,James Foley,21596297
12275,Jumanji: Welcome to the Jungle,US,2017,Jake Kasdan,21500177
12276,Coco,US,2017,"Lee Unkrich, Adrian Molina",20270896
12277,The Boss Baby,US,2017,Tom McGrath,20008887
12278,It,"US, CA",2017,Andy Muschietti,19193237
12279,Dunkirk,"GBinc, US, FR, NL",2017,Christopher Nolan,18582490
12280,Guardians of the Galaxy Vol. 2,US,2017,James Gunn,18287230
12281,Thor: Ragnarok,US,2017,Taika Waititi,16134272
12282,Spider-Man: Homecoming,US,2017,Jon Watts,14511524
12283,Ferdinand,US,2017,Carlos Saldanha,14460720
12284,Murder on the Orient Express,"US, MT",2017,Kenneth Branagh,14373218
12285,Paddington 2,"GB, FR",2017,Paul King,13591945
12286,Cars 3,US,2017,Brian Fee,13048855
12287,Logan,US,2017,James Mangold,12787718
12288,The Greatest Showman,US,2017,Michael Gracey,12133393
12289,War for the Planet of the Apes,US,2017,Matt Reeves,11222359
12290,Smurfs: The Lost Village,"US, HK",2017,Kelly Asbury,11002751
12291,Wonder Woman,"US, CN, HK",2017,Patty Jenkins,10852288
12292,Justice League,US,2017,Zack Snyder,10048849
12293,Blade Runner 2049,"US, GB, CA",2017,Denis Villeneuve,9753523
12294,Kingsman: The Golden Circle,"GBinc, US",2017,Matthew Vaughn,9648156
12295,Kong: Skull Island,"US, CN",2017,Jordan Vogt-Roberts,8965228
12296,Valerian and the City of a Thousand Planets,"FR, CN, US, DE, AE",2017,Luc Besson,8634828
12297,The Emoji Movie,US,2017,Tony Leondis,8559950
12298,Baywatch,"US, CN, GB",2017,Seth Gordon,8482710
12299,Wonder,US,2017,Stephen Chbosky,8392702
12300,Recep Ivedik 5,TR,2017,Togan Gökbakar,8281724
12301,Transformers: The Last Knight,"US, CN",2017,Michael Bay,8141362
12302,The Mummy,"US, CN",2017,Alex Kurtzman,8072952
12303,The Post,US,2017,Steven Spielberg,7538746
12304,"Three Billboards Outside Ebbing, Missouri","GBinc, US",2017,Martin McDonagh,7502140
12305,The Shape of Water,US,2017,Guillermo del Toro,7418687
12306,Annabelle 2,US,2017,David Sandberg,7298882
12307,Fack ju Göhte 3,DE,2017,Bora Dagtekin,7262121
12308,Darkest Hour,"GBinc, US",2017,Joe Wright,7032199
12309,Alien: Covenant,US,2017,Ridley Scott,6593885
12310,Ayla: The Daughter of War,TR,2017,"Can Ulkay, Halenur Uzunoglu",5809104
12311,Baby Driver,"US, GB",2017,Edgar Wright,5648549
12312,Aile Arasinda,"TR, KR",2017,Ozan Aciktan,5354719
12313,American Made,US,2017,Doug Liman,5033875
12314,Le sens de la fête,"FR, CA, BE",2017,"Olivier Nakache, Eric Toledano",5017571
12315,King Arthur: Legend of the Sword,US,2017,Guy Ritchie,4984341
12316,Get Out,"US, JP",2017,Jordan Peele,4981585
12317,Ghost in the Shell,"US, IN, HK, CN, CA",2017,Rupert Sanders,4920518
12318,Pitch Perfect 3,US,2017,Trish Sie,4865319
12319,The LEGO Ninjago Movie,"US, DK",2017,"Charlie Bean, Paul Fisher, Bob Logan",4799115
12320,John Wick: Chapter 2,"US, HK",2017,Chad Stahelski,4784702
12321,xXx: Return of Xander Cage,"US, CN, CA",2017,D.J. Caruso,4761089
12322,The Hitman's Bodyguard,"US, CN, BG, NL",2017,Patrick Hughes,4548316
12323,Perfectos desconocidos,"ES, IT",2017,Álex de la Iglesia,4481851
12324,A Bad Moms Christmas,"US, CN",2017,"Jon Lucas, Scott Moore",4299177
12325,Tadeo Jones 2: El secreto del Rey Midas,ES,2017,"David Alonso, Enrique Gato",4231908
12326,Jigsaw,"US, CA",2017,"Michael Spierig, Peter Spierig",4181313
12327,Captain Underpants: The First Epic Movie,"US, CA, FR",2017,David Soren,3839094
12328,T2 Trainspotting,GB,2017,Danny Boyle,3733344
12329,The Son of Bigfoot,"BE, FR",2017,"Jeremy Degruson, Ben Stassen",3538501
12330,Daddy's Home 2,US,2017,Sean Anders,3504248
12331,Victoria & Abdul,"GBinc, US, CN",2017,Stephen Frears,3466859
12332,The Snowman,"US, GB, SE",2017,Tomas Alfredson,3420637
12333,The Dark Tower,US,2017,Nikolaj Arcel,3374412
12334,The Nut Job 2: Nutty by Nature,"KR, CA",2017,Cal Brunker,3277722
12335,Geostorm,US,2017,Dean Devlin,3255762
12336,Listy do M. 3,PL,2017,Tomasz Konecki,3107748
12337,Happy Death Day,US,2017,Christopher Landon,2994066
12338,Atomic Blonde,"US, SE",2017,David Leitch,2914090
12339,Çalgi Çengi Ikimiz,TR,2017,Selçuk Aydemir,2886031
12340,Going in Style,US,2017,Zach Braff,2801808
12341,Life,US,2017,Daniel Espinosa,2785212
12342,Seven Sisters,"US, FR, BE",2017,Tommy Wirkola,2714358
12343,Épouse-moi mon pote,FR,2017,Tarek Boudali,2713195
12344,Santa & Cie,"FR, BE",2017,Alain Chabat,2550998
12345,Rings,US,2017,F. Javier Gutiérrez,2529604
12346,Dieses bescheuerte Herz,DE,2017,Marc Rothemund,2521959
12347,Botoks,PL,2017,Patryk Vega,2481270
12348,A Dog's Purpose,"US, IN",2017,Lasse Hallström,2458895
12349,"Belle et Sébastien 3, le dernier chapitre",FR,2017,Clovis Cornillac,2458726
12350,The Star,US,2017,Timothy Reckart,2449290
12351,Phantom Thread,US,2017,Paul Thomas Anderson,2442980
12352,Lady Bird,US,2017,Greta Gerwig,2396451
12353,My Little Pony: The Movie,"US, CA",2017,Jayson Thiessen,2373733
12354,The Circle,"US, AE",2017,James Ponsoldt,2327529
12355,"Everything, Everything",US,2017,Stella Meghie,2325752
12356,Molly's Game,"US, CA, CN",2017,Aaron Sorkin,2312712
12357,Au revoir là-haut,"FR, CA",2017,Albert Dupontel,2277288
12358,Power Rangers,"US, HK, JP, MX, CA, NZ",2017,Dean Israelite,2254778
12359,Loving Pablo,"ES, BG",2017,Fernando León de Aranoa,2206878
12360,Bullyparade: Der Film,DE,2017,Michael Herbig,2194936
12361,Yol arkadasim,TR,2017,Bedran Güzel,2117124
12362,Happy Family,"DE, GB",2017,Holger Tappe,2098321
12363,All the Money in the World,US,2017,Ridley Scott,2093769
12364,Loving Vincent,"PL, GB",2017,"Dorota Kobiela, Hugh Welchman",2078883
12365,Call Me by Your Name,"IT, FR, BR, US",2017,Luca Guadagnino,2027793
12366,L'école buissonnière,FR,2017,Nicolas Vanier,2010650
12367,L'ora legale,IT,2017,"Salvatore Ficarra, Valentino Picone",1907739
12368,A Stork's Journey,"DE, BE, LU, NO",2017,"Toby Genkel, Reza Memari",1862112
12369,Sztuka kochania. Historia Michaliny Wislockiej,PL,2017,Maria Sadowska,1833572
12370,Bibi & Tina: Tohuwabohu total,DE,2017,Detlev Buck,1833338
12371,Downsizing,US,2017,Alexander Payne,1830560
12372,Rough Night,US,2017,Lucia Aniello,1825795
12373,Olanlar Oldu,TR,2017,Hakan Algül,1825169
12374,Mother!,US,2017,Darren Aronofsky,1823707
12375,Girls Trip,US,2017,Malcolm D. Lee,1820632
12376,The Children Act,"GB, US",2017,Richard Eyre,1803502
12377,The Square,"SE, DE, FR, DK",2017,Ruben Östlund,1730588
12378,The Mountain Between Us,US,2017,Hany Abu-Assad,1729758
12379,American Assassin,US,2017,Michael Cuesta,1725849
12380,The Wife,"GB, US, SE",2017,Björn Runge,1692081
12381,The Beguiled,US,2017,Sofia Coppola,1657446
12382,Le brio,"FR, BE",2017,Yvan Attal,1595470
12383,Es por tu bien,ES,2017,Carlos Therón,1587886
12384,Wonder Wheel,US,2017,Woody Allen,1574932
12385,Diary of a Wimpy Kid: The Long Haul,US,2017,David Bowers,1552462
12386,"I, Tonya",US,2017,Craig Gillespie,1544933
12387,À bras ouverts,"FR, BE",2017,Philippe de Chauveron,1540136
12388,The Death of Stalin,"GB, FR, BE, CA",2017,Armando Iannucci,1522107
12389,Come un gatto in tangenziale,IT,2017,Riccardo Milani,1515328
12390,Solsidan,SE,2017,"Felix Herngren, Måns Herngren",1477450
12391,Les as de la jungle,FR,2017,David Alaux,1454205
12392,Logan Lucky,US,2017,Steven Soderbergh,1445211
12393,Rock'n Roll,FR,2017,Guillaume Canet,1438786
12394,Tag,US,2017,Jeff Tomsic,1437498
12395,Marrowbone,ES,2017,Sergio G. Sánchez,1410974
12396,Flatliners,"US, CA",2017,Niels Arden Oplev,1366759
12397,Ostwind 3: Aufbruch nach Ora,DE,2017,Katja von Garnier,1271766
12398,The Leisure Seeker,"IT, FR",2017,Paolo Virzì,1263940
12399,La promesse de l'aube,FR,2017,Eric Barbier,1252551
12400,Ce qui nous lie,FR,2017,Cédric Klapisch,1239019
12401,Aus dem Nichts,"DE, FR",2017,Fatih Akin,1233867
12402,The Little Vampire 3D,"NL, DE, DK, GB",2017,"Richard Claus, Karsten Kiilerich",1218740
12403,Wind River,"US, CA, GB",2017,Taylor Sheridan,1217932
12404,Tuntematon sotilas,"FI, BE, IS",2017,Aku Louhimies,1141464
12405,Kolonya Cumhuriyeti,TR,2017,Murat Kepez,1129278
12406,Sahara,"FR, CA",2017,Pierre Coré,1126251
12407,Viceroy's House,"GB, IN, SE",2017,Gurinder Chadha,1117071
12408,Finding Your Feet,GB,2017,Richard Loncraine,1111831
12409,"Señor, dame paciencia",ES,2017,Álvaro Díaz Lorenzo,1110406
12410,The Bookshop,"ES, DE, GB",2017,Isabel Coixet,1079721
12411,Toc Toc,ES,2017,Vicente Villanueva,1067094
12412,Le grand méchant Renard et autres contes...,"FR, BE",2017,"Patrick Imbert, Benjamin Renner",1058076
12413,120 battements par minute,FR,2017,Robin Campillo,1044121
12414,Sleepless,US,2017,Baran bo Odar,1028989
12415,Home Again,US,2017,Hallie Meyers-Shyer,1028898
12416,The Shack,US,2017,Stuart Hazeldine,1026972
12417,Mein Blind Date mit dem Leben,DE,2017,Marc Rothemund,1022617
12418,Overdrive,"FR, BE, US",2017,Antonio Negret,1015364
12419,Marie-Francine,"FR, BE",2017,Valérie Lemercier,999632
12420,Grießnockerlaffäre,DE,2017,Ed Herzog,994840
12421,Detroit,US,2017,Kathryn Bigelow,981255
12422,Sage femme,FR,2017,Martin Provost,977205
12423,Napoli velata,IT,2017,Ferzan Ozpetek,976957
12424,Ôtez-moi d'un doute,"FR, BE",2017,Carine Tardieu,968347
12425,Das Pubertier,DE,2017,Leander Haußmann,941374
12426,Gnome Alone,"CA, GB, US",2017,Peter Lepeniotis,937745
12427,Suburbicon,"US, CN",2017,George Clooney,908225
12428,Poveri ma ricchissimi,IT,2017,Fausto Brizzi,892712
12429,The Big Sick,US,2017,Michael Showalter,880495
12430,Borg McEnroe,"SE, DK, FI",2017,Janus Metz,878298
12431,Les nouvelles aventures de Cendrillon,FR,2017,Lionel Steketee,861569
12432,Toivon tuolla puolen,"FI, DE",2017,Aki Kaurismäki,855017
12433,La villa,FR,2017,Robert Guédiguian,852991
12434,All Eyez on Me,US,2017,Benny Boom,849458
12435,Jalouse,FR,2017,"David Foenkinos, Stéphane Foenkinos",847451
12436,Aurore,FR,2017,Blandine Lenoir,805378
12437,Istanbul Kirmizisi,"IT, TR",2017,Ferzan Ozpetek,803562
12438,Die Häschenschule: Jagd nach dem goldenen Ei,DE,2017,Ute von Münchow-Pohl,802272
12439,The Party,GB,2017,Sally Potter,794051
12440,Maide'nin Altin Günü,TR,2017,Caner Özyurtlu,793727
12441,The Killing of a Sacred Deer,"US, IE, GB",2017,Yorgos Lanthimos,791809
12442,Wish Upon,"US, CA",2017,John R. Leonetti,789009
12443,The Place,IT,2017,Paolo Genovese,788741
12444,Hostiles,US,2017,Scott Cooper,785771
12445,Gifted,US,2017,Marc Webb,784524
12446,The Bye Bye Man,"US, CN",2017,Stacy Title,779429
12447,L'amant double,"FR, BE",2017,François Ozon,773727
12448,Coexister,FR,2017,Fabrice Eboué,772000
12449,Mamma o papà?,IT,2017,Riccardo Milani,769411
12450,The Zookeeper's Wife,"US, GB",2017,Niki Caro,768051
12451,Najlepszy,PL,2017,Lukasz Palkowski,767079
12452,Verónica,ES,2017,Paco Plaza,759421
12453,Knock,"FR, BE",2017,Lorraine Levy,757311
12454,Snatched,US,2017,Jonathan Levine,756560
12455,Porady na zdrady,PL,2017,Ryszard Zatorski,755043
12456,Earth: One Amazing Day,GB,2017,"Richard Dale, Lixin Fan, Peter Webber",752425
12457,C'est tout pour moi,"FR, BE",2017,"Ludovic Colbeau-Justin, Nawell Madani",751826
12458,Deep,"ES, BE, CH, US, CN, GB",2017,Julio Soto Gurpide,748607
12459,The Florida Project,US,2017,Sean Baker,738897
12460,Wendy,DE,2017,Dagmar Seume,736162
12461,Tatlim Tatlim,TR,2017,Yilmaz Erdogan,731514
12462,You Were Never Really Here,"GB, FR, US",2017,Lynne Ramsay,728035
12463,Carbone,"FR, BE",2017,Olivier Marchal,725299
12464,Momo,"FR, BE",2017,"Vincent Lobelle, Sébastien Thiery",714331
12465,The Current War,"US, RU, GB",2017,Alfonso Gomez-Rejon,714210
12466,The Disaster Artist,US,2017,James Franco,708420
12467,Tulip Fever,"US, GB",2017,Justin Chadwick,706386
12468,Beata ignoranza,IT,2017,Massimiliano Bruno,702566
12469,Bohemian Rhapsody,"GBinc, US",2018,Bryan Singer,37625029
12470,Avengers: Infinity War,US,2018,"Anthony Russo, Joe Russo",34448987
12471,Incredibles 2,US,2018,Brad Bird,30402901
12472,Jurassic World: Fallen Kingdom,US,2018,J.A. Bayona,24038431
12473,Fantastic Beasts: The Crimes of Grindelwald,"GBinc, US",2018,David Yates,23300389
12474,Mamma Mia! Here We Go Again,"US, GB, JP",2018,Ol Parker,21835104
12475,Black Panther,US,2018,Ryan Coogler,20629208
12476,Hotel Transylvania 3: Summer Vacation,US,2018,Genndy Tartakovsky,20131811
12477,Fifty Shades Freed,US,2018,James Foley,19133090
12478,Aquaman,US,2018,James Wan,18996878
12479,Deadpool 2,US,2018,David Leitch,18970730
12480,The Grinch,US,2018,"Yarrow Cheney, Scott Mosier",17805857
12481,A Star Is Born,US,2018,Bradley Cooper,14904498
12482,Ralph Breaks the Internet,US,2018,"Phil Johnston, Rich Moore",14745500
12483,Peter Rabbit,"US, AU",2018,Will Gluck,14428853
12484,Mary Poppins Returns,US,2018,Rob Marshall,14427730
12485,Mission: Impossible - Fallout,"US, CN, FR, NO",2018,Christopher McQuarrie,14313506
12486,Venom,"US, CN",2018,Ruben Fleischer,14313410
12487,Green Book,"US, CN",2018,Peter Farrelly,12483835
12488,The Nun,US,2018,Corin Hardy,10609729
12489,Qu'est-ce qu'on a encore fait au bon Dieu?,FR,2018,Philippe de Chauveron,10244299
12490,The Meg,"US, CN",2018,Jon Turteltaub,9925579
12491,Solo: A Star Wars Story,US,2018,Ron Howard,9885329
12492,Ant-Man and the Wasp,US,2018,Peyton Reed,9705630
12493,Ready Player One,US,2018,Steven Spielberg,9346784
12494,Maze Runner: The Death Cure,US,2018,Wes Ball,8822568
12495,Smallfoot,US,2018,"Karey Kirkpatrick, Jason Reisig",8447671
12496,Johnny English Strikes Again,"GBinc, US, FR, CN",2018,David Kerr,7924645
12497,Creed II,US,2018,Steven Caple Jr.,7271314
12498,Ocean's Eight,US,2018,Gary Ross,6984645
12499,The Nutcracker and the Four Realms,US,2018,"Lasse Hallström, Joe Johnston",6923969
12500,Red Sparrow,US,2018,Francis Lawrence,6918746
12501,Müslüm,TR,2018," Ketche, Can Ulkay",6800190
12502,La ch'tite famille,"FR, BE",2018,Dany Boon,6602592
12503,Tomb Raider,"US, GB",2018,Roar Uthaug,6535807
12504,Astérix: Le secret de la potion magique,"FR, BE",2018,"Alexandre Astier, Louis Clichy",6513544
12505,Bumblebee,"US, CN",2018,Travis Knight,6478859
12506,Les Tuche 3,FR,2018,Olivier Baroux,6058167
12507,Halloween,US,2018,David Gordon Green,5828528
12508,Spider-Man: Into the Spider-Verse,US,2018,"Bob Persichetti, Peter Ramsey, Rodney Rothman",5515930
12509,The Favourite,"GBinc, US, IE",2018,Yorgos Lanthimos,5502219
12510,Kler,"PL, CZ",2018,Wojciech Smarzowski,5407937
12511,The Mule,US,2018,Clint Eastwood,5323816
12512,Le grand bain,FR,2018,Gilles Lellouche,5076280
12513,The Equalizer 2,US,2018,Antoine Fuqua,5072401
12514,Arif v 216,TR,2018,Kivanc Baruonu,5054164
12515,A Quiet Place,US,2018,John Krasinski,4957807
12516,Disney's Christopher Robin,US,2018,Marc Forster,4804307
12517,Rampage,US,2018,Brad Peyton,4734599
12518,The First Purge,US,2018,Gerard McMurray,4676997
12519,Mia et le lion blanc,"FR, DE, ZA",2018,Gilles de Maistre,4569192
12520,Early Man,"GB, US, FR",2018,Nick Park,4495277
12521,Skyscraper,US,2018,Rawson Marshall Thurber,4321492
12522,Taxi 5,FR,2018,Franck Gastambide,4236024
12523,Ailecek Saskiniz,TR,2018,Selçuk Aydemir,4119160
12524,First Man,"US, JP",2018,Damien Chazelle,4047026
12525,BlacKkKlansman,US,2018,Spike Lee,4008142
12526,Der Junge muss an die frische Luft,DE,2018,Caroline Link,3973096
12527,The House with a Clock in Its Walls,"US, IN",2018,Eli Roth,3949267
12528,The Commuter,"US, GB, FR, CN, CA",2018,Jaume Collet-Serra,3849621
12529,Insidious: The Last Key,"US, CA",2018,Adam Robitel,3826594
12530,Sherlock Gnomes,"US, GB",2018,John Stevenson,3655021
12531,Campeones,ES,2018,Javier Fesser,3575735
12532,Pacific Rim: Uprising,"US, GB, JP, CN",2018,Steven S. DeKnight,3540251
12533,Truth or Dare,US,2018,Jeff Wadlow,3249385
12534,Mortal Engines,"US, NZ",2018,Christian Rivers,3206631
12535,Tout le monde debout,"FR, BE",2018,Franck Dubosc,3109231
12536,Instant Family,US,2018,Sean Anders,3067752
12537,A Simple Favor,"US, CA",2018,Paul Feig,2935754
12538,Game Night,US,2018,"John Francis Daley, Jonathan Goldstein",2920527
12539,I Feel Pretty,"US, CA",2018,"Abby Kohn, Marc Silverstein",2904791
12540,The Predator,"US, CA",2018,Shane Black,2824813
12541,Book Club,US,2018,Bill Holderman,2778282
12542,Robin Hood,"US, HK, FR",2018,Otto Bathurst,2777026
12543,Goosebumps 2: Haunted Halloween,US,2018,Ari Sandel,2752808
12544,Widows,"US, GB",2018,Steve McQueen,2745253
12545,Mary Queen of Scots,"GBinc, US",2018,Josie Rourke,2689295
12546,Bizim Için Sampiyon,TR,2018,Ahmet Katiksiz,2576434
12547,Hereditary,US,2018,Ari Aster,2564797
12548,Alad'2,FR,2018,Lionel Steketee,2536097
12549,Zimna wojna,"PL, GB, FR",2018,Pawel Pawlikowski,2517794
12550,Everybody Knows,"ES, FR, IT",2018,Asghar Farhadi,2450082
12551,Yol Arkadasim 2,TR,2018,Bedran Güzel,2423235
12552,Stan & Ollie,"GB, CA, US",2018,Jon S. Baird,2260894
12553,Deliha 2,TR,2018,Gupse Ozay,2213231
12554,Jim Knopf & Lukas der Lokomotivführer,DE,2018,Dennis Gansel,2207877
12555,Alpha,US,2018,Albert Hughes,2207276
12556,Vice,US,2018,Adam McKay,2202185
12557,Kobiety Mafii,PL,2018,Patryk Vega,2180855
12558,Superlópez,ES,2018,Javier Ruiz Caldera,2143866
12559,Die kleine Hexe,"DE, CH",2018,Mike Schaerer,2120169
12560,Den of Thieves,US,2018,Christian Gudegast,2104919
12561,Second Act,US,2018,Peter Segal,2083385
12562,Show Dogs,"US, GB",2018,Raja Gosnell,2072544
12563,The Darkest Minds,US,2018,Jennifer Yuh Nelson,2049377
12564,Adrift,"US, HK, IS",2018,Baltasar Kormákur,1969189
12565,Hedefim Sensin,TR,2018,Kivanc Baruonu,1954733
12566,Isle of Dogs,"US, DE",2018,Wes Anderson,1941246
12567,Blockers,US,2018,Kay Cannon,1934730
12568,The Spy Who Dumped Me,"US, CA",2018,Susanna Fogel,1923941
12569,Maya the Bee: The Honey Games,"DE, AU",2018,"Noel Cleary, Sergio Delfino, Alexs Stadermann",1903982
12570,Duck Duck Goose,"CN, US, GB",2018,Christopher Jenkins,1884873
12571,100 Dinge,DE,2018,Florian David Fitz,1868834
12572,Manbiki kazoku,JP,2018,Hirokazu Koreeda,1818212
12573,Le jeu,"FR, BE",2018,Fred Cavayé,1795650
12574,Rafadan Tayfa Dehliz Macerasi,TR,2018,İsmail Fidan,1757622
12575,Nicky Larson et le parfum de Cupidon,FR,2018,Philippe Lacheau,1735439
12576,Planeta Singli 2,PL,2018,Sam Akina,1715948
12577,Le chant du loup,FR,2018,Antonin Baudry,1676257
12578,Les invisibles,FR,2018,Louis-Julien Petit,1629881
12579,Luis & the Aliens,"DE, LU, DK",2018,"Christoph Lauenstein, Wolfgang Lauenstein, Seán McCormack",1591107
12580,Sicario: Day of the Soldado,US,2018,Stefano Sollima,1581267
12581,A casa tutti bene,IT,2018,Gabriele Muccino,1579510
12582,The Guernsey Literary and Potato Peel Pie Society,"GB, FR, US",2018,Mike Newell,1563428
12583,"Love, Simon",US,2018,Greg Berlanti,1561037
12584,Dywizjon 303. Historia prawdziwa,"PL, GB",2018,Denis Delic,1546976
12585,Der Vorname,DE,2018,Sönke Wortmann,1501837
12586,The Possession of Hannah Grace,US,2018,Diederik Van Rooijen,1493447
12587,Night School,US,2018,Malcolm D. Lee,1490382
12588,Enes Batur Hayal mi Gerçek mi?,TR,2018,Kamil Cetin,1483598
12589,Midnight Sun,US,2018,Scott Speer,1478406
12590,Doragon bôru chô: Burorî,JP,2018,Tatsuya Nagamine,1448974
12591,Çakallarla Dans 5,TR,2018,Murat Seker,1437811
12592,Mile 22,"US, CN",2018,Peter Berg,1433009
12593,El mejor verano de mi vida,ES,2018,Dani de la Orden,1424952
12594,The Sisters Brothers,"FR, ES, RO, US, BE",2018,Jacques Audiard,1397470
12595,Ballon,DE,2018,Michael Herbig,1370272
12596,Croc-Blanc,"FR, LU, US",2018,Alexandre Espigares,1348224
12597,Ternet ninja,DK,2018,"Thorbjørn Christoffersen, Anders Matthesen",1327811
12598,At Eternity's Gate,"US, FR, GB, CH, IE",2018,Julian Schnabel,1327184
12599,Benedetta follia,IT,2018,Carlo Verdone,1311856
12600,Crazy Rich Asians,US,2018,Jon Chu,1306597
12601,La Befana vien di notte,"IT, ES",2018,Michele Soavi,1287472
12602,Death Wish,US,2018,Eli Roth,1280732
12603,Minuscule 2: Les mandibules du bout du monde,"FR, CN, CH",2018,"Hélène Giraud, Thomas Szabo",1277533
12604,Klassentreffen 1.0,"DE, DK",2018,Til Schweiger,1259076
12605,A Wrinkle in Time,US,2018,Ava DuVernay,1255900
12606,Sauerkrautkoma,DE,2018,Ed Herzog,1216355
12607,Capharnaüm,"LB, FR, US",2018,Nadine Labaki,1206612
12608,The 15:17 to Paris,US,2018,Clint Eastwood,1198564
12609,Slender Man,US,2018,Sylvain White,1193524
12610,The Girl in the Spider's Web: A New Dragon Tattoo Story,"US, SE, DE",2018,Fede Alvarez,1188495
12611,Amici come prima,IT,2018,"Christian De Sica, Brando De Sica",1173997
12612,"Neuilly sa mère, sa mère!",FR,2018,"Djamel Bensalah, Gabriel Julien-Laferrière",1170053
12613,25 km/h,DE,2018,Markus Goller,1164394
12614,Winchester,"AU, US",2018,"Michael Spierig, Peter Spierig",1159993
12615,Narzeczony na niby,PL,2018,Bartosz Prokopowicz,1141636
12616,Colette,"GB, US, HU",2018,Wash Westmoreland,1127738
12617,Searching,"US, RU",2018,Aneesh Chaganty,1119534
12618,Teen Titans Go! To the Movies,US,2018,"Aaron Horvath, Peter Rida Michail",1118586
12619,Grâce à Dieu,"FR, BE",2018,François Ozon,1109171
12620,King of Thieves,GB,2018,James Marsh,1098307
12621,Pitbull. Ostatni pies,PL,2018,Wladyslaw Pasikowski,1072769
12622,Taxing Love,PL,2018,Bartlomiej Ignaciuk,1067984
12623,Première année,FR,2018,Thomas Lilti,1057007
12624,Peppermint,"HK, US",2018,Pierre Morel,1042096
12625,"Hilfe, ich hab meine Eltern geschrumpft",DE,2018,Tim Trageser,1034347
12626,Charming,"CA, US",2018,Ross Venokur,1024913
